,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
5872,LP002820,Owen,Foster,Female,29,No,0,Graduate,No,2143,714.2920629536375,189.51639669057897,360.0,1.0,Urban,Y,33035,Miami,25.85,-80.24
5873,LP002556,Enrique,Hogan,Male,26,No,0,Not Graduate,No,1022,1603.0145542145128,282.95252473669416,360.0,1.0,Semiurban,Y,33161,Homestead,25.76,-80.36
5874,LP002266,Dorothy,Simmons,Male,22,Yes,0,Graduate,No,4496,3054.6077638768706,150.49986733703764,360.0,0.0,Semiurban,Y,33145,Miami,25.85,-80.39
5877,LP001910,Raul,Hall,Male,29,Yes,1,Not Graduate,No,1270,1632.098859594798,124.6764406067553,240.0,1.0,Urban,Y,33196,Miami,25.52,-80.3
5878,LP002534,Barrett,Rivera,Male,26,No,0,Graduate,No,2112,1469.1341323991373,108.11975748805816,360.0,1.0,Rural,Y,33135,Miami,25.73,-80.36
5881,LP002723,Sheldon,Lewis,Male,36,No,1,Graduate,Yes,2063,2440.8956039064424,202.37442220528004,360.0,1.0,Semiurban,Y,33165,Miami,25.57,-80.34
5882,LP002236,Bernard,Parks,Male,22,Yes,0,Graduate,No,1877,845.251730820641,111.0323168084375,360.0,0.0,Rural,Y,33165,Miami,25.79,-80.34
5885,LP001641,Sherman,Hamilton,Male,29,Yes,0,Graduate,No,1996,2683.142972463073,110.6630117449517,360.0,1.0,Rural,Y,33109,Miami,25.67,-80.36
5886,LP001758,Liam,Robinson,Male,28,No,0,Graduate,No,1802,1344.5923169988405,98.35951078414652,360.0,1.0,Rural,Y,33130,Miami,25.9,-80.46
5888,LP002894,Trevor,Monroe,Male,22,No,3+,Not Graduate,No,1359,1440.2878197740683,173.5327192923983,360.0,0.0,Semiurban,Y,33156,Miami,25.91,-80.3
5889,LP002543,Jennifer,Riley,Male,33,Yes,1,Graduate,No,3087,3022.282964373505,98.31064116701074,180.0,1.0,Semiurban,Y,33158,Hialeah,25.83,-80.4
5890,LP002300,Miguel,Griffin,Male,32,No,0,Graduate,No,2765,1033.1962221366944,120.3371864055493,480.0,0.0,Semiurban,N,33155,Miami Beach,25.67,-80.36
5892,LP001993,Neil,Watson,Male,27,Yes,1,Graduate,No,4567,2023.8120097616654,104.27436548730273,360.0,1.0,Rural,Y,33170,Miami,25.78,-80.3
5893,LP001543,Diego,Osborne,Female,31,No,0,Graduate,No,1062,1854.6037177720557,201.47948986259038,360.0,1.0,Rural,N,33175,Miami,25.76,-80.2
5894,LP002418,Julio,Foster,Male,42,No,3+,Not Graduate,No,1506,1674.4081277419948,166.7139910676767,360.0,1.0,Rural,Y,33031,Miami,25.65,-80.41
5895,LP002315,Lorenzo,Roberts,Female,40,Yes,2,Graduate,No,4779,3577.5721278824917,192.00928598161173,360.0,1.0,Rural,Y,33176,Homestead,25.76,-80.18
5897,LP002840,Daphne,Stephens,Male,39,Yes,1,Graduate,No,1642,1128.8127219805974,107.80684619579338,180.0,0.0,Rural,Y,33170,Hialeah,25.76,-80.21
5898,LP001195,Jordan,Bryant,Male,38,Yes,0,Graduate,No,900,1775.9032597438331,157.1621772562006,360.0,1.0,Urban,N,33128,Miami,25.91,-80.31
5900,LP002006,Orlando,Rivera,Female,19,Yes,0,Graduate,No,1493,1886.6717932921451,119.87259444566219,360.0,1.0,Rural,Y,33165,Miami,25.73,-80.35
5903,LP001322,Stanley,Rogers,Male,44,Yes,2,Graduate,No,1169,3163.594031581063,187.70620986167492,36.0,1.0,Urban,N,33012,Miami,25.81,-80.38
5905,LP002493,Bernardo,Hernandez,Male,43,Yes,0,Graduate,No,2403,938.283996028613,194.83687789806402,360.0,1.0,Semiurban,Y,33032,Miami,25.94,-80.13
5907,LP002345,Jordan,Wood,Male,31,No,1,Graduate,Yes,1804,2060.7824334368192,173.11806009388627,360.0,1.0,Rural,Y,33033,Miami,25.72,-80.51
5910,LP002515,Blake,Rivera,Male,52,No,0,Graduate,No,4978,883.3283611180093,134.03398358284062,360.0,1.0,Rural,Y,33172,Miami,25.94,-80.13
5923,LP002652,Colin,Rivera,Male,25,No,0,Graduate,No,1247,3418.9042291990922,162.55478478376324,360.0,1.0,Semiurban,N,33190,Miami,25.85,-80.3
5925,LP002288,Sidney,Drake,Male,23,Yes,1,Graduate,No,1555,1960.2994366328383,144.91431986272133,480.0,1.0,Semiurban,N,33149,Miami,25.71,-80.45
5926,LP001579,Francisco,Patterson,Male,29,Yes,2,Graduate,No,2447,3644.0469520806737,99.45648095955724,360.0,1.0,Urban,N,33194,Miami,25.85,-80.2
5928,LP001870,Leopoldo,Barnes,Male,40,No,0,Not Graduate,No,1233,3449.438399420908,104.12092032751067,360.0,0.0,Semiurban,N,33030,Miami,25.6,-80.13
5929,LP001194,Ellen,Brooks,Male,44,No,0,Graduate,No,1370,1640.088921890658,133.45147032410227,360.0,1.0,Rural,N,33122,Miami,25.71,-80.36
5930,LP002301,Generoso,Butler,Male,26,No,0,Graduate,No,3431,1195.2991475029824,120.1862715591484,360.0,0.0,Urban,Y,33158,Homestead,25.73,-80.58
5933,LP002555,Horace,Martinez,Male,35,No,0,Not Graduate,No,2744,3484.242466669257,115.68886015723808,360.0,1.0,Rural,Y,33125,Homestead,25.94,-80.5
5934,LP002181,Enrique,Bryant,Male,19,No,0,Graduate,No,3085,812.2500655448162,102.05177921365608,360.0,1.0,Rural,Y,33030,Miami,25.56,-80.24
5935,LP001603,Russell,Bennett,Female,19,No,0,Graduate,No,5177,2024.7082096248278,149.8940912092504,360.0,1.0,Semiurban,N,33170,Homestead,25.86,-80.36
5937,LP002403,Nelson,Rivera,Male,44,No,2,Graduate,Yes,2262,1866.8770774184288,117.18327950809615,360.0,1.0,Semiurban,N,33133,Miami,25.85,-80.19
5939,LP001699,Pierre,Carter,Male,34,Yes,1,Not Graduate,No,1982,1790.2116063372498,100.7987483064862,84.0,1.0,Urban,Y,33056,Hialeah,25.7,-80.13
5941,LP002328,Jordan,Ramirez,Female,19,Yes,0,Graduate,No,799,1616.5318528090897,176.96622714082,360.0,1.0,Urban,N,33180,Miami,25.75,-80.14
5944,LP002098,Amelia,Parker,Male,48,Yes,0,Graduate,No,6708,1835.2860282102915,108.33567218208691,360.0,1.0,Rural,Y,33196,Miami,25.96,-80.4
5948,LP001195,Natividad,Flores,Female,36,Yes,2,Graduate,No,1803,3335.2160883623174,194.13359979470349,180.0,1.0,Urban,Y,33039,Miami,25.82,-80.27
5951,LP001849,Brittany,Clark,Female,23,No,3+,Graduate,No,2199,1770.0067959066398,111.52094220705342,360.0,1.0,Semiurban,Y,33127,Miami,25.49,-80.36
5953,LP002114,Charlotte,Morris,Male,39,No,1,Graduate,No,2043,2278.080809426243,219.34442175782635,360.0,1.0,Semiurban,N,33145,North Miami Beach,25.86,-80.18
5955,LP002403,Noah,Ramirez,Female,26,Yes,2,Graduate,No,1099,2244.5473505590307,154.50568329646302,360.0,0.0,Rural,Y,33160,Miami,25.77,-80.21
5957,LP002670,Adonis,Gonzales,Male,19,No,0,Not Graduate,Yes,1622,2539.729122606872,158.86187400632696,360.0,1.0,Rural,Y,33154,Hialeah,25.85,-80.24
5960,LP001702,Doris,Parker,Female,40,No,2,Graduate,No,2065,604.8547735500506,125.62491645376167,360.0,1.0,Urban,Y,33136,Homestead,25.7,-80.34
5961,LP002387,Samuel,Bennett,Female,39,Yes,2,Graduate,No,2629,1814.3486258576327,97.30687820719817,60.0,1.0,Urban,Y,33161,Miami,25.66,-80.18
5962,LP002288,Philip,Clark,Male,32,Yes,0,Graduate,No,873,1459.075861462106,120.85741279482815,360.0,1.0,Rural,Y,33175,Miami,25.78,-80.5
5964,LP001518,Dana,Alexander,Female,33,No,1,Not Graduate,Yes,4429,3959.619945010888,141.7159001336626,360.0,0.0,Rural,Y,33126,Miami,25.9,-80.41
5965,LP002377,Esteban,Ramirez,Male,31,Yes,3+,Graduate,No,1204,867.0914840529256,106.84161161867122,360.0,0.0,Urban,Y,33128,Miami,25.68,-80.21
5966,LP002534,Jonathan,Bryant,Male,31,No,0,Not Graduate,No,1254,1834.538354524459,132.07933119710066,360.0,1.0,Rural,Y,33127,Miami,25.7,-80.29
5972,LP001994,Esmeralda,Rivera,Male,21,No,0,Not Graduate,No,1521,2143.4143627810504,104.7702292944289,360.0,1.0,Semiurban,Y,33015,Miami,25.56,-80.29
5974,LP002517,Anne,Ford,Male,36,Yes,0,Not Graduate,No,2108,838.0070802596367,105.81804378754094,360.0,1.0,Urban,Y,33149,Miami,25.64,-80.2
5977,LP002493,Reginald,Reed,Male,19,Yes,0,Graduate,No,3134,2072.1460273710823,99.12930692596275,360.0,1.0,Rural,Y,33176,Miami,25.92,-80.32
5981,LP001708,Enrique,Parker,Male,39,Yes,0,Graduate,No,5152,801.3791531831594,284.66778820228535,360.0,1.0,Rural,Y,33128,Hialeah,25.73,-80.34
5985,LP002537,Alex,Wilson,Male,26,No,0,Graduate,No,1688,1580.8267974604753,157.3546878528917,360.0,1.0,Urban,Y,33160,Miami,25.73,-80.29
5986,LP002149,Glenn,Wilson,Male,39,Yes,0,Graduate,No,2102,918.6425167719799,181.6140291587451,360.0,1.0,Semiurban,Y,33010,Miami,25.92,-80.2
5989,LP002484,Isaac,Roberts,Male,22,No,0,Not Graduate,No,1666,3491.982269980082,163.30825785150475,360.0,1.0,Semiurban,Y,33184,Miami,25.9,-80.41
5990,LP002600,Orlando,Rivera,Male,24,Yes,0,Graduate,No,1986,3600.009532713958,131.0290291173268,360.0,1.0,Semiurban,N,33184,Miami,25.81,-80.3
5991,LP001776,Tony,Rivera,Male,39,Yes,0,Graduate,No,3717,1439.355137026754,124.21391532026058,180.0,1.0,Semiurban,Y,33010,Miami,25.76,-80.28
5994,LP001282,Hector,Collins,Male,30,Yes,1,Not Graduate,Yes,1944,2067.473832560612,125.0237896681652,360.0,0.0,Rural,Y,33056,Miami,25.7,-80.58
5999,LP002555,Clifford,Parker,Male,46,Yes,1,Graduate,No,866,2853.4752637030833,170.44222569479888,360.0,1.0,Semiurban,Y,33168,Miami,25.76,-80.3
6004,LP001265,Ava,Alexander,Male,27,No,1,Graduate,No,1712,2385.379087068205,235.1060903702677,360.0,1.0,Semiurban,N,33196,Homestead,25.56,-80.14
6006,LP001179,Elisa,Patterson,Male,24,No,0,Graduate,Yes,2086,3864.586779078192,177.725544713716,180.0,1.0,Semiurban,Y,33161,Homestead,25.73,-80.51
6011,LP002403,Gordon,Knight,Male,35,No,0,Not Graduate,No,803,2551.2041600843795,178.9350095701915,360.0,1.0,Urban,Y,33162,Miami,25.77,-80.15
6012,LP001665,Nelson,Mitchell,Male,23,Yes,1,Graduate,No,2041,2511.4227651623264,110.92641894131029,360.0,1.0,Rural,Y,33109,Homestead,25.86,-80.18
6016,LP001098,Eric,Young,Female,25,No,0,Graduate,No,1346,2042.417427195651,162.09466827635688,240.0,1.0,Rural,Y,33010,Miami Gardens,25.78,-80.26
6018,LP002941,Constantino,Rivera,Male,28,No,0,Graduate,No,1562,1693.2854148839792,93.49374920155,360.0,1.0,Urban,Y,33176,Miami,25.68,-80.45
6019,LP001289,Enrique,Barnes,Male,31,No,0,Graduate,No,1598,1835.045921268848,93.13819369185845,360.0,1.0,Urban,N,33015,Homestead,25.7,-80.21
6020,LP002262,Blake,Reyes,Male,26,No,0,Graduate,No,2759,1145.9520494507037,143.6567814062596,36.0,1.0,Rural,Y,33157,Miami,25.68,-80.36
6021,LP001367,Alejandro,Alexander,Male,31,Yes,3+,Graduate,No,1872,1860.788083190332,118.42268939097154,360.0,0.0,Rural,Y,33169,Miami,25.77,-80.24
6025,LP001498,Faith,Rivera,Male,27,No,0,Graduate,No,883,1517.8992362607037,179.28487852558575,360.0,1.0,Urban,Y,33185,Miami,25.64,-80.18
6028,LP001586,Owen,Mitchell,Male,41,No,2,Not Graduate,No,2404,1974.031549493894,121.3521732660267,300.0,0.0,Urban,Y,33179,Miami,25.68,-80.24
6030,LP002916,Abraham,Griffin,Female,42,No,0,Graduate,No,3255,1711.299108519264,129.91859377760173,180.0,1.0,Rural,N,33165,Miami,25.71,-80.21
6033,LP001422,Jennifer,Hayes,Male,36,No,0,Graduate,No,2830,1951.163333560978,243.63720927153253,360.0,1.0,Urban,Y,33109,Miami,25.75,-80.21
6037,LP001205,Marcos,Rivera,Male,25,Yes,0,Not Graduate,No,2949,2586.3345344737404,125.09226137978756,360.0,1.0,Urban,Y,33150,Miami,25.9,-80.29
6045,LP002926,Natividad,Bennett,Male,33,Yes,2,Graduate,Yes,1966,2896.463749893319,211.92230823869053,360.0,1.0,Semiurban,Y,33127,Miami,25.86,-80.18
6046,LP002086,Adam,Gonzalez,Male,38,Yes,0,Graduate,No,964,1721.8749224702403,99.44138153212336,360.0,1.0,Semiurban,Y,33131,Miami,25.64,-80.14
6049,LP002659,Theodore,White,Male,33,No,1,Graduate,No,1524,2844.194376407334,288.99362540172547,360.0,1.0,Rural,Y,33196,Miami,25.46,-80.29
6051,LP001482,Jonathan,Cooper,Male,26,No,1,Graduate,No,1672,3272.661657862361,131.1534808797913,360.0,1.0,Rural,Y,33128,Miami,25.93,-80.36
6052,LP001836,Fabian,Evans,Male,23,Yes,0,Graduate,No,1065,987.8885212116679,117.38103627823861,360.0,0.0,Rural,N,33109,Miami,25.88,-80.36
6056,LP002714,Eduardo,Rivera,Male,33,No,0,Graduate,No,1793,1414.7603647458618,224.4585459898908,360.0,1.0,Urban,N,33109,Miami,25.76,-80.24
6057,LP002755,Gordon,Bailey,Male,38,No,0,Graduate,No,3108,1005.6528751394943,103.91782149415153,360.0,0.0,Rural,Y,33031,Miami,25.73,-80.13
6059,LP002158,Elisa,Sanchez,Female,46,Yes,0,Graduate,No,770,3076.720871727228,167.1508857158768,360.0,1.0,Urban,Y,33055,Miami,25.7,-80.3
6064,LP001036,Gustavo,Avery,Female,24,Yes,0,Graduate,No,887,1977.8694584245095,121.83411107830338,360.0,1.0,Rural,Y,33194,Miami,25.85,-80.16
6066,LP001259,Boyd,Peters,Male,32,No,0,Graduate,No,4903,2452.809213310568,118.57297003394453,360.0,1.0,Rural,Y,33147,Miami,25.93,-80.49
6067,LP001245,Lawrence,Flores,Male,27,No,1,Graduate,No,2665,2534.1073136975047,123.9295488215587,360.0,1.0,Rural,Y,33137,Miami,25.46,-80.19
6068,LP002345,Carmen,Lawson,Male,22,No,2,Not Graduate,No,1881,1345.9568662875722,98.69651974977224,360.0,1.0,Urban,Y,33155,Hialeah,25.61,-80.36
6071,LP001207,Fiona,Pope,Male,24,Yes,1,Graduate,No,1597,1866.3599852157563,170.83162439354635,300.0,0.0,Urban,Y,33032,Homestead,25.85,-80.2
6072,LP002941,Aidan,Parker,Male,24,No,0,Graduate,No,1885,2443.6576904387744,99.76456624057553,360.0,1.0,Semiurban,N,33144,Miami,25.85,-80.33
6074,LP001120,Andrew,Alexander,Male,35,No,0,Graduate,No,2530,2338.5535230178066,219.58788772996866,360.0,1.0,Semiurban,Y,33142,Homestead,25.68,-80.2
6075,LP002224,Enrique,Henderson,Male,23,Yes,1,Graduate,No,1219,3969.593300468091,144.2863349053721,360.0,1.0,Semiurban,Y,33187,Miami,25.85,-80.14
6077,LP001529,Warren,Osborne,Male,41,No,0,Graduate,No,761,1541.494511321633,105.64202276149722,360.0,0.0,Urban,Y,33149,Miami,25.85,-80.27
6078,LP002543,Diana,Parker,Male,26,Yes,2,Graduate,No,1926,2059.4046623195254,117.91511283230801,180.0,1.0,Rural,Y,33173,Miami,25.75,-80.4
6080,LP002768,Braulio,Morales,Male,32,No,1,Graduate,No,2226,2764.1792143469884,200.22801738968639,360.0,0.0,Urban,Y,33125,Miami,25.61,-80.4
6083,LP001836,Elliott,Perry,Male,55,No,2,Graduate,Yes,8319,2187.559515560009,157.6936259535787,180.0,1.0,Urban,Y,33165,Miami,25.94,-80.27
6088,LP002928,Stanley,Parker,Female,20,Yes,2,Graduate,No,1946,934.7962997372528,212.32123827672814,180.0,1.0,Rural,Y,33031,Miami,25.89,-80.35
6090,LP001836,Rory,Gonzalez,Male,34,No,1,Graduate,No,1794,2597.4655268768847,126.45223437132292,360.0,1.0,Semiurban,Y,33184,Homestead,25.61,-80.2
6095,LP002403,Amelia,Evans,Female,36,Yes,3+,Graduate,Yes,1144,2531.780342014606,136.3528145728886,60.0,0.0,Rural,N,33018,Hialeah,25.75,-80.4
6097,LP002190,Pierre,Parker,Male,36,Yes,2,Graduate,No,2903,1624.8297269065508,145.7086616587785,360.0,1.0,Semiurban,Y,33014,Miami,25.78,-80.18
6099,LP002262,Sean,Bryant,Male,44,Yes,0,Graduate,No,1415,2200.4176273129583,151.9711512587631,360.0,0.0,Urban,Y,33139,Miami,25.92,-80.14
6100,LP002224,Clarissa,Parker,Male,32,Yes,0,Graduate,No,4320,1320.7072387392075,114.58666251497958,360.0,1.0,Semiurban,Y,33015,Miami,25.78,-80.18
6104,LP002536,Aileen,Norman,Female,20,Yes,0,Not Graduate,No,1435,2643.3249084873164,110.15789532862806,360.0,1.0,Rural,Y,33168,Miami,25.7,-80.47
6109,LP002862,Caleb,Riley,Female,21,No,0,Graduate,No,2163,3421.04150526593,113.4458758647746,360.0,0.0,Semiurban,Y,33179,Miami,25.9,-80.16
6115,LP002332,Gabrielle,Rivera,Male,37,Yes,0,Graduate,No,3536,1354.210963220864,98.72316912053964,360.0,0.0,Rural,N,33010,Homestead,25.92,-80.24
6122,LP001702,Gerardo,Spencer,Male,22,No,2,Graduate,No,3792,1511.23623721951,129.87414861946354,180.0,1.0,Rural,Y,33175,Miami,25.78,-80.41
6133,LP001119,Curtis,Alexander,Male,50,No,0,Graduate,Yes,4300,2064.2461581715147,138.84211245907625,360.0,1.0,Semiurban,N,33035,Miami,25.71,-80.24
6136,LP001520,Luciano,King,Male,41,No,1,Graduate,No,10076,3472.9404484154607,95.69071487953711,360.0,1.0,Semiurban,N,33033,Miami,25.71,-80.41
6140,LP001507,Manuel,Parker,Male,35,No,0,Graduate,No,1330,1731.1395623096168,199.19819100248608,180.0,1.0,Semiurban,N,33142,Miami Gardens,25.86,-80.41
6144,LP002301,Generoso,Johnson,Male,22,Yes,3+,Graduate,No,1074,1373.444647788804,148.42206333181568,360.0,1.0,Semiurban,Y,33174,North Miami Beach,25.82,-80.13
6148,LP002741,Alejandro,Mitchell,Male,21,Yes,2,Graduate,No,1870,2261.7471910566396,118.55003112541826,360.0,1.0,Rural,Y,33165,Miami,25.73,-80.24
6149,LP002953,Jeremiah,Parker,Male,30,Yes,0,Graduate,No,1283,2768.724986692914,137.95605226899792,360.0,1.0,Rural,Y,33185,Miami,25.68,-80.24
6154,LP002586,Samuel,Lawson,Male,30,Yes,0,Graduate,No,1585,1212.5863826377226,197.32514980418443,360.0,1.0,Semiurban,N,33172,Miami,25.72,-80.46
6156,LP002086,Chance,Ruiz,Male,22,No,0,Graduate,No,1201,2364.169678341374,177.15612326319564,360.0,1.0,Urban,Y,33194,Miami,25.89,-80.21
6157,LP002345,Christina,Parker,Male,36,No,0,Graduate,No,3435,1739.1990952524366,176.5801893265808,36.0,1.0,Rural,Y,33174,Homestead,25.7,-80.46
6159,LP001432,Fernando,Alexander,Male,31,Yes,0,Not Graduate,No,4552,1930.5743944660044,137.50730805556975,480.0,0.0,Rural,Y,33054,Miami,25.68,-80.27
6160,LP001120,Agustin,Lynch,Male,28,Yes,2,Graduate,No,2204,2224.801060386948,98.82510880174834,180.0,1.0,Semiurban,N,33031,Miami,25.81,-80.21
6162,LP001241,Faith,Adams,Male,28,No,0,Graduate,No,880,1943.3275387970882,102.97759460241642,360.0,1.0,Semiurban,N,33125,Miami,25.85,-80.36
6163,LP002262,Daisy,Jenkins,Male,19,No,2,Graduate,No,1692,1957.586325533827,135.32913294022865,360.0,1.0,Urban,Y,33031,Miami,25.9,-80.24
6167,LP002941,Elliot,Wallace,Male,22,No,2,Graduate,No,1140,2090.2520215216855,200.73311537109936,180.0,1.0,Rural,Y,33150,North Miami Beach,25.78,-80.5
6169,LP002434,Florencio,Foster,Male,33,No,0,Not Graduate,No,1099,2310.6596978278967,201.89216987042983,360.0,1.0,Rural,Y,33193,Miami,25.52,-80.31
6171,LP001282,Jack,Ingram,Male,35,No,0,Graduate,No,3090,1138.2595906954764,123.08779084623387,360.0,1.0,Rural,Y,33122,Hialeah,25.78,-80.32
6174,LP002832,Kelvin,Andrews,Male,40,Yes,2,Graduate,No,2775,2603.9964870631998,128.92232421011795,84.0,1.0,Semiurban,Y,33182,Miami,25.68,-80.17
6176,LP002369,Lawrence,Robinson,Male,24,Yes,0,Graduate,No,1233,1759.92706731847,102.91094799739908,360.0,1.0,Semiurban,Y,33146,Miami,25.83,-80.24
6177,LP002288,Todd,Daniels,Male,27,No,1,Graduate,No,2038,830.4415124636063,98.37152231736962,300.0,1.0,Urban,Y,33168,Miami Gardens,25.89,-80.3
6178,LP001532,Lorenzo,Parker,Male,38,Yes,0,Not Graduate,No,7259,2078.5072925294244,108.05059459845704,360.0,1.0,Rural,N,33178,Miami,25.9,-80.41
6180,LP002035,Stephen,Price,Male,34,No,0,Graduate,No,5688,2880.229672071429,104.83063796226618,180.0,0.0,Semiurban,Y,33155,Miami,25.7,-80.27
6181,LP001903,Seth,Hughes,Male,21,Yes,0,Graduate,No,2205,2328.438834292348,263.4957063979409,360.0,1.0,Urban,Y,33160,Miami,25.78,-80.41
6187,LP002862,Lewis,Ortiz,Male,38,No,2,Graduate,No,1711,3234.05235791862,155.07434295591406,360.0,1.0,Semiurban,Y,33168,Homestead,25.75,-80.15
6191,LP001872,Lorenzo,Collins,Male,19,No,0,Graduate,No,2419,2077.14926116069,100.9867518699283,360.0,0.0,Semiurban,Y,33194,Miami,25.73,-80.3
6192,LP001265,Jack,King,Male,20,Yes,3+,Graduate,Yes,1167,1912.457495137955,145.54266493266826,360.0,1.0,Rural,N,33131,Miami,25.76,-80.34
6194,LP002205,Alton,Morris,Male,19,No,2,Graduate,Yes,1901,1181.7963744485853,98.66064837921022,360.0,1.0,Semiurban,Y,33181,Miami,25.94,-80.46
6199,LP002296,Charlotte,Clark,Male,47,No,3+,Graduate,No,1414,1324.0346278176758,242.44689637376158,360.0,0.0,Semiurban,Y,33035,Miami,25.7,-80.24
6203,LP001807,Kelvin,Parker,Male,34,No,1,Graduate,No,1223,3173.626739654334,228.81861349880745,360.0,1.0,Rural,N,33190,Hialeah,25.64,-80.28
6205,LP001116,Edwin,Brooks,Male,26,No,0,Graduate,No,1424,1704.0244424652528,98.2926045924414,360.0,1.0,Semiurban,Y,33035,Miami,25.7,-80.45
6209,LP001018,Stanley,Sanchez,Male,42,Yes,0,Graduate,No,2687,1548.040314423695,118.93137335315481,300.0,1.0,Rural,Y,33150,Miami,25.86,-80.2
6214,LP002837,Blake,Lawson,Male,37,Yes,1,Graduate,Yes,1418,1615.4855257531271,152.79713169393187,360.0,1.0,Semiurban,Y,33018,Miami,25.66,-80.51
6216,LP001846,Herbert,Brooks,Male,34,No,0,Graduate,No,1091,1015.1892434324573,218.60477967318053,360.0,1.0,Semiurban,Y,33137,Miami,25.9,-80.34
6218,LP001784,Lucas,Reed,Male,21,No,0,Graduate,No,8010,2478.728677958894,134.28848656827222,360.0,1.0,Rural,N,33015,Miami,25.78,-80.41
6220,LP001711,Aidan,Rodriguez,Male,24,Yes,0,Graduate,No,2911,1561.653960927741,180.72758251100254,360.0,1.0,Urban,Y,33056,Miami Beach,25.73,-80.24
6221,LP002418,Elias,Rivera,Male,37,No,0,Graduate,No,5042,3256.3441319550466,105.34346360158465,360.0,1.0,Urban,N,33144,Miami,25.52,-80.24
6228,LP002377,Alonso,Wallace,Male,47,Yes,0,Graduate,No,3964,1628.4635589382617,96.97153110313606,360.0,1.0,Rural,Y,33196,Miami,25.61,-80.49
6230,LP001964,Nelson,Osborne,Female,23,Yes,3+,Not Graduate,No,765,2537.823188955259,99.80994126321602,180.0,1.0,Urban,N,33183,Miami,25.85,-80.15
6232,LP001199,Samuel,Parker,Male,28,No,0,Graduate,No,3368,871.2583209129937,144.64501743355112,360.0,0.0,Urban,N,33149,Miami,25.75,-80.21
6233,LP001164,Elena,Martinez,Female,22,No,2,Graduate,Yes,3318,1906.1828071867185,131.59287498398572,360.0,0.0,Urban,N,33180,Homestead,25.66,-80.23
6234,LP001836,Florentino,Alexander,Male,34,Yes,0,Graduate,No,882,1432.9195624803433,188.70784155871627,360.0,1.0,Urban,Y,33129,Miami,25.86,-80.27
6236,LP001606,Janice,Montgomery,Male,20,No,0,Not Graduate,No,1823,2059.965779526965,298.7931268761273,360.0,1.0,Semiurban,N,33169,Miami Beach,25.71,-80.21
6237,LP002606,Adonis,Harris,Male,47,Yes,0,Graduate,No,2908,1557.7559278320934,147.2002110348785,180.0,1.0,Rural,Y,33035,Miami,25.7,-80.33
6241,LP002180,Nelson,Parker,Male,20,No,2,Graduate,No,981,1072.5500985745152,105.86805119918678,180.0,1.0,Urban,Y,33054,Miami,25.7,-80.3
6242,LP002586,Jeremias,Rivera,Male,27,No,0,Graduate,Yes,2378,1352.601258087497,113.02951458773438,360.0,1.0,Rural,Y,33127,Homestead,25.6,-80.23
6243,LP001713,Marshall,Barrett,Male,39,Yes,0,Graduate,No,1628,1157.100374095456,104.76620682061221,360.0,1.0,Rural,Y,33101,Hialeah,25.96,-80.3
6248,LP001882,Mariano,Gregory,Male,29,Yes,0,Graduate,No,1638,740.1584523667892,106.44658926951065,360.0,1.0,Rural,Y,33010,Miami,25.76,-80.18
6249,LP001673,Jennifer,Foster,Male,40,Yes,0,Graduate,No,1468,3614.89518998337,148.88148739970342,360.0,0.0,Semiurban,N,33147,Miami,25.65,-80.15
6250,LP001038,Blake,Kelly,Male,51,No,0,Graduate,No,2876,914.1825000034836,147.99958800700193,480.0,1.0,Rural,Y,33147,Miami,25.96,-80.21
6251,LP001698,Raymond,Rivera,Female,37,No,3+,Not Graduate,No,3468,1270.2987658533298,164.83531619517692,360.0,0.0,Urban,Y,33149,Miami,25.96,-80.14
6252,LP001792,Eduardo,Parker,Male,26,No,0,Graduate,Yes,3366,2480.7894920944964,139.0748316674565,360.0,0.0,Semiurban,Y,33175,Miami,25.85,-80.41
6258,LP001032,Reginald,Franklin,Female,42,No,0,Graduate,Yes,1592,1426.2471002636541,182.18086601725668,120.0,1.0,Rural,Y,33147,Miami,25.82,-80.24
6261,LP002842,Robert,Reed,Male,20,Yes,1,Not Graduate,Yes,1148,2643.2992182914218,114.33720085291584,300.0,0.0,Semiurban,Y,33014,Miami Beach,25.77,-80.15
6264,LP002158,Lewis,Alexander,Male,34,No,2,Graduate,No,1186,2864.4624142126813,170.76049535300794,360.0,1.0,Rural,Y,33185,Miami,25.85,-80.36
6266,LP001579,Jack,Peterson,Male,28,No,0,Graduate,Yes,3179,1574.7320639919228,213.50775858195172,360.0,1.0,Semiurban,Y,33031,Homestead,25.71,-80.2
6269,LP002224,Basilio,Flores,Female,47,No,0,Graduate,No,916,1597.7715646131262,107.46447522760616,360.0,0.0,Rural,Y,33174,Hialeah,25.27,-80.36
