,LoanID,FirstName,LastName,Gender,Age,Married,Dependents,EducationLevel,SelfEmployed,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditHistory,PropertyArea,ZIPCode,City,Latitude,Longitude,TotalIncome,IncomeRatio,DTI,IncomeToLoanRatio,LoanStatus
7927,LP002161,Alberto,Bailey,Male,36,Yes,0,Not Graduate,No,1936,1776.9805722450294,94936,360.0,1.0,Rural,33185,Miami,25.85,-80.31,3712.980572245029,1.0888757898830368,25.561792301625594,0.020392470796422892,Y
7929,LP002776,Ronald,Hayes,Male,40,Yes,3+,Graduate,No,2119,1091.537933800645,22133,360.0,1.0,Semiurban,33055,North Miami Beach,25.85,-80.27,3210.537933800645,1.9395207566190127,6.891713707334929,0.09573506822083672,Y
7931,LP001014,Patrick,Ward,Male,30,No,0,Graduate,No,4122,1572.7849712881011,-28242,360.0,1.0,Rural,33168,Miami,25.7,-80.21,5694.784971288102,2.6191634023714516,-4.958403475967786,-0.14595800431996034,Y
7935,LP001578,Alvaro,Rodriguez,Male,41,Yes,0,Graduate,No,4501,2660.1295179598164,166343,360.0,1.0,Urban,33176,Miami,25.76,-80.16,7161.129517959816,1.6913870481023185,23.22535491474664,0.02705838503342471,N
7938,LP002277,Warren,Ward,Male,32,No,0,Graduate,No,3148,1521.577051721536,-28241,360.0,1.0,Semiurban,33183,Miami,25.73,-80.24,4669.577051721536,2.0675472524957885,-6.0465761911776195,-0.11147308781869689,Y
7941,LP001577,Francisco,Howard,Female,39,Yes,1,Graduate,Yes,4755,1051.3080907865992,40393,360.0,1.0,Urban,33160,Miami,25.88,-80.28,5806.308090786599,4.51863863979763,6.955546247681303,0.11771550230232213,Y
7942,LP002534,Jeremias,Bell,Male,23,No,2,Not Graduate,Yes,3915,1821.587640195602,48916,360.0,1.0,Urban,33167,Miami,25.73,-80.13,5736.587640195602,2.1480448531845844,8.5255342606553,0.08003352617699368,N
7944,LP002500,Sheldon,Foster,Male,45,Yes,0,Not Graduate,No,3934,1379.5395316566644,12950,60.0,1.0,Semiurban,33013,Miami,25.76,-80.36,5313.539531656665,2.849610539785957,2.4367115763956293,0.3037603273878465,Y
7948,LP001478,Stephen,Daniels,Male,31,Yes,0,Graduate,No,2278,2178.784109606794,119324,360.0,1.0,Semiurban,33157,Miami,25.48,-80.28,4456.784109606794,1.045057622890426,26.767559187725034,0.019090718625602347,N
7954,LP001011,Maxwell,Rivera,Female,33,No,2,Graduate,No,4581,1873.0076776364224,27049,360.0,1.0,Urban,33196,Miami,25.75,-80.14,6454.007677636422,2.4444937204194117,4.190390058514123,0.16935304990757855,N
7956,LP001936,Tony,Spencer,Male,31,No,0,Graduate,No,4957,1968.3714983080595,159750,300.0,0.0,Urban,33031,Miami,25.83,-80.24,6925.371498308059,2.5170466843146118,23.064024220910323,0.031029539721191105,Y
7957,LP002841,Shane,Gonzales,Female,32,No,2,Graduate,No,1152,1005.9794246264278,63869,360.0,1.0,Semiurban,33056,Miami,25.81,-80.2,2157.9794246264278,1.1440154305311376,29.582959092373645,0.018036636918741192,N
7958,LP001715,Francesca,Rivera,Male,35,No,1,Graduate,No,1233,2154.4312594784365,112096,360.0,1.0,Rural,33187,Hialeah,25.78,-80.14,3387.4312594784365,0.5720432950844171,33.08197552670859,0.010999402303362266,N
7959,LP001248,Nelson,Ortiz,Female,32,Yes,1,Graduate,No,4538,1421.1206003527795,21994,360.0,1.0,Rural,33179,Miami,25.79,-80.3,5959.12060035278,3.191009256791778,3.690193785457659,0.20631961809502158,Y
7960,LP001875,Colin,Wilson,Male,34,No,3+,Not Graduate,No,1734,784.9998025199241,10860,360.0,1.0,Urban,33127,Miami,25.82,-80.24,2518.999802519924,2.2061074245066945,4.3095241472401415,0.15965380720007366,N
7964,LP001207,Elisa,Parker,Male,34,No,0,Graduate,No,1919,1030.7387434496045,25101,360.0,1.0,Rural,33014,Miami,25.96,-80.28,2949.7387434496045,1.859966985037171,8.506683302858358,0.0764480917855151,N
7965,LP001491,Esmeralda,Hayes,Male,34,Yes,1,Graduate,No,2115,1319.235737226083,17484,36.0,1.0,Semiurban,33035,Miami,25.85,-80.24,3434.235737226083,1.6019866303905528,5.089607042257352,0.12096082356305404,Y
7970,LP001938,Roland,Stewart,Female,42,No,0,Graduate,No,3337,708.0708470698753,47499,180.0,0.0,Urban,33145,Homestead,25.93,-80.34,4045.0708470698755,4.706158790464496,11.739537392035116,0.07025263157894737,N
7971,LP001947,Aileen,Brooks,Male,32,No,0,Graduate,No,3196,2715.9713773488525,105674,360.0,1.0,Semiurban,33168,Miami,25.27,-80.14,5911.971377348853,1.176309778838587,17.871556152768004,0.030243671634729123,N
7977,LP001954,Mason,Malone,Female,39,Yes,1,Graduate,No,3952,1156.7874510244274,64504,360.0,1.0,Semiurban,33128,Miami,25.76,-80.45,5108.787451024427,3.413407181519555,12.623617052225534,0.061266568483063326,N
7978,LP002545,Santiago,Rodriguez,Male,27,No,3+,Graduate,No,3047,1129.5068213258764,52921,60.0,0.0,Urban,33180,Hialeah,25.75,-80.28,4176.506821325876,2.6952513178349777,12.668082247009638,0.05757529949737349,N
7979,LP001248,Casey,Rivera,Male,45,No,3+,Graduate,No,1828,1367.8478245627357,107183,360.0,1.0,Urban,33168,Homestead,25.85,-80.3,3195.8478245627357,1.335429670996435,33.52771413655277,0.017054784296163607,N
7982,LP001543,Christina,Harris,Male,36,Yes,1,Graduate,No,2980,917.1474264188776,77164,360.0,1.0,Urban,33109,Miami Beach,25.67,-80.51,3897.1474264188773,3.2456661253445187,19.79504404503461,0.038618544676990864,Y
7984,LP001586,Christina,Perez,Male,38,No,2,Graduate,No,4290,2068.7571074545717,42804,360.0,1.0,Urban,33055,Homestead,25.76,-80.24,6358.757107454572,2.072706978296563,6.730445719354188,0.10022193668963907,Y
7991,LP002692,Trent,Rodriguez,Male,40,No,0,Graduate,No,2518,2420.421199295298,107496,240.0,1.0,Urban,33177,Miami,25.88,-80.47,4938.421199295298,1.039885171870474,21.76287375843476,0.023423909504451286,N
7995,LP001871,Charles,Parker,Female,38,Yes,0,Graduate,No,1369,1968.547939077822,153305,180.0,1.0,Semiurban,33157,Miami,25.77,-80.36,3337.547939077822,0.6950833604187316,45.9196641167136,0.008929852712874903,N
7996,LP002505,Alton,Duncan,Male,19,No,3+,Graduate,Yes,2589,2165.6672343547284,144935,480.0,1.0,Urban,33166,Miami,25.7,-80.35,4754.667234354729,1.1949227638415134,30.47627028085481,0.017863056797483026,Y
7998,LP002119,Carlos,Lopez,Female,38,Yes,1,Not Graduate,Yes,4085,3157.528638570058,48506,480.0,1.0,Urban,33170,Miami,25.65,-80.17,7242.528638570058,1.293323717289256,6.696460029400194,0.08421464943204074,N
8000,LP001665,Charlotte,Perry,Female,38,Yes,0,Graduate,No,1656,1865.3795191700015,44440,360.0,1.0,Semiurban,33165,Hialeah,25.76,-80.41,3521.3795191700015,0.8872793464517016,12.616471268397465,0.03726288787381022,Y
8003,LP002314,Aileen,Snyder,Female,35,No,1,Graduate,No,1435,935.1889827627122,43494,360.0,1.0,Semiurban,33127,Miami,25.7,-80.27,2370.188982762712,1.5328101766005477,18.34269656116756,0.032992297965283364,Y
8006,LP002160,Troy,Rivera,Male,22,No,0,Graduate,No,3068,816.2981406200406,34843,360.0,1.0,Rural,33035,Miami,25.73,-80.28,3884.2981406200406,3.7538321054694577,8.967908958059917,0.0880495924692917,Y
8010,LP002964,Dorian,Lopez,Male,25,No,1,Graduate,No,1724,1645.1740794062598,56955,360.0,1.0,Urban,33182,Miami Beach,25.76,-80.45,3369.17407940626,1.0472768473075522,16.899720506435692,0.03026897956317157,Y
8011,LP002487,Troy,Bryant,Male,39,No,0,Graduate,No,2707,1897.0869474631645,24178,360.0,1.0,Rural,33176,Miami,25.78,-80.13,4604.0869474631645,1.4261728123772022,5.250280890639665,0.11195665660283717,N
8016,LP001255,Bianca,Mitchell,Male,37,Yes,1,Graduate,No,2400,1108.6998898573465,29056,360.0,1.0,Urban,33166,Miami,25.81,-80.18,3508.6998898573465,2.162746902956369,8.278770525072158,0.08259627628454418,Y
8017,LP002842,Daphne,Bennett,Female,33,Yes,0,Graduate,No,2212,992.4483936327109,-1075,360.0,1.0,Semiurban,33172,Miami,25.85,-80.17,3204.448393632711,2.2265877263251195,-0.3353664972848652,-2.0595903165735567,N
8027,LP001029,Amadeo,Foster,Male,35,No,0,Graduate,No,6162,2799.1473597050763,62990,180.0,1.0,Semiurban,33031,Miami,25.76,-80.21,8961.147359705075,2.200598471592227,7.02844948557874,0.09782349859503739,N
8028,LP001385,Barbara,Parker,Male,38,Yes,0,Graduate,No,3045,2578.276868561239,168295,360.0,1.0,Semiurban,33184,Miami,25.56,-80.47,5623.276868561239,1.1805634505994498,29.92295790784069,0.018093121642819794,N
8029,LP001430,Nicholas,Peters,Female,20,Yes,2,Graduate,No,2482,1299.653396614478,24977,360.0,1.0,Semiurban,33166,Miami,25.95,-80.13,3781.653396614478,1.9082716475123163,6.603036911167893,0.09936744335014813,N
8030,LP002741,Troy,Parker,Male,20,No,2,Graduate,No,2354,1959.5995082096442,58060,360.0,1.0,Semiurban,33129,Miami,25.75,-80.27,4313.599508209644,1.200653162536798,13.456637143152173,0.040543566249289544,N
8031,LP001047,Hayden,Rivera,Male,21,Yes,1,Graduate,No,1653,1626.5147846378318,21816,360.0,1.0,Semiurban,33131,Miami,25.73,-80.23,3279.514784637832,1.0156589762518435,6.650175790141572,0.07576660402438465,Y
8035,LP002429,Dean,Walker,Female,22,Yes,1,Graduate,No,4924,1397.6268199861554,103440,360.0,1.0,Urban,33015,Miami,25.65,-80.16,6321.626819986155,3.5205960086256183,16.360288681441823,0.047602014675032146,Y
8036,LP001255,Mariano,Clarke,Female,24,No,2,Graduate,Yes,1517,1373.3927553934316,18311,360.0,0.0,Urban,33146,Miami,25.27,-80.15,2890.392755393432,1.1037601835770343,6.332934177082567,0.08284185233726518,N
8038,LP002804,Aidan,Alexander,Male,37,Yes,2,Graduate,No,3299,1775.9551920184051,65907,360.0,1.0,Urban,33056,Miami,25.81,-80.34,5074.955192018405,1.8565465324157875,12.984157169794226,0.05005462159373673,Y
8044,LP001935,Warren,Parker,Male,35,Yes,1,Graduate,No,3533,1666.977858900555,18910,360.0,1.0,Semiurban,33127,Miami,25.52,-80.4,5199.977858900555,2.118133631779004,3.635854739823373,0.18682248426841522,Y
8045,LP001098,Josiah,Bailey,Male,36,Yes,1,Not Graduate,No,4516,1963.1605448994978,42123,360.0,1.0,Urban,33013,Miami,25.9,-80.63,6479.160544899498,2.2992010565160164,6.500301915074435,0.10720729275472415,Y
8046,LP002586,Eric,Taylor,Male,32,No,1,Graduate,Yes,1044,1937.5066518721542,42666,360.0,1.0,Rural,33137,Miami,25.85,-80.51,2981.506651872154,0.538558894802726,14.30541654390546,0.024468558839384067,Y
8049,LP002236,Ruben,Price,Male,38,Yes,1,Graduate,No,2153,1682.666004523659,94269,360.0,1.0,Urban,33034,Miami,25.7,-80.14,3835.666004523659,1.2787571847476509,24.570551590587037,0.022838654927336374,N
8054,LP002917,Eduardo,Parker,Female,44,Yes,0,Graduate,No,4652,1356.9988355902237,126049,180.0,0.0,Urban,33149,Miami Beach,25.89,-80.15,6008.998835590224,3.4256288577582708,20.973215377939603,0.036905989686632286,Y
8061,LP001248,Doris,Simmons,Male,31,No,0,Graduate,No,3053,1555.0376092636568,79402,360.0,0.0,Urban,33039,Miami,25.91,-80.47,4608.037609263657,1.9620348388910285,17.227457602083945,0.03844942886288931,N
8063,LP001814,Pedro,Phillips,Male,36,Yes,2,Graduate,No,3193,1064.0873069934478,85737,360.0,1.0,Semiurban,33013,Miami,25.94,-80.34,4257.087306993448,2.9978763046320323,20.135096774363046,0.03724136322284168,N
8064,LP002740,Bernardo,Fischer,Male,34,Yes,2,Graduate,No,1912,1669.7342670865619,84205,360.0,1.0,Semiurban,33056,Miami,25.9,-80.2,3581.734267086562,1.1444070057497289,23.502999028860305,0.02270622045934969,N
8067,LP001565,Lewis,Bailey,Male,21,Yes,3+,Not Graduate,Yes,2939,1414.8471195937905,36476,360.0,1.0,Semiurban,33031,Miami,25.89,-80.15,4353.847119593791,2.0757890872025824,8.375954195012566,0.08057131891328782,Y
8072,LP001519,Trevor,Snyder,Male,39,Yes,0,Graduate,No,4976,1596.0783829989057,30256,360.0,0.0,Semiurban,33154,Miami,25.65,-80.23,6572.078382998906,3.1156892817347774,4.60301828717825,0.1644578114155402,N
8073,LP002600,Martin,Parker,Male,38,No,0,Graduate,No,1166,945.0602659252379,58075,360.0,1.0,Rural,33186,Miami,25.73,-80.14,2111.060265925238,1.2324796231238642,27.496847953133035,0.020077140298918657,Y
8075,LP001577,Amber,Adams,Male,31,No,1,Not Graduate,No,1204,1657.602740923489,35948,360.0,0.0,Rural,33182,Miami,25.9,-80.45,2861.602740923489,0.7259122213494161,12.557802550137644,0.03349189129043923,N
8076,LP001248,Santiago,Castro,Male,36,Yes,0,Graduate,Yes,3460,975.8852125718018,115195,300.0,1.0,Rural,33181,Miami,25.57,-80.15,4435.885212571802,3.541869562024604,25.96303363305363,0.030035765130733708,Y
8078,LP001761,Celestino,Robinson,Female,39,No,0,Graduate,No,310,1416.5608987817068,64649,360.0,1.0,Rural,33166,Homestead,25.94,-80.24,1726.5608987817068,0.21868549017288996,37.4221250582779,0.004795050270688322,Y
8079,LP002517,Guy,Adams,Male,36,No,1,Graduate,No,2936,873.7469889520439,137828,360.0,1.0,Urban,33193,Miami Beach,25.88,-80.38,3809.746988952044,3.3563990926306118,36.168236936113864,0.021301757975462347,Y
8080,LP002776,Jefferson,Hamilton,Male,35,Yes,2,Graduate,No,2976,927.3391376499782,159696,360.0,1.0,Semiurban,33149,Miami,25.65,-80.45,3903.339137649978,3.205725019343172,40.90218456179527,0.018635290581538788,Y
8085,LP001715,Blas,Rivera,Female,36,Yes,2,Graduate,No,3218,927.0429296491266,55301,360.0,1.0,Semiurban,33030,Miami,25.93,-80.24,4145.042929649127,3.4675120053084805,13.338260345673758,0.05818957723047991,Y
8087,LP002244,Gerardo,Rivera,Female,26,No,0,Graduate,Yes,2341,1732.4653217344057,27980,360.0,1.0,Urban,33109,Miami,25.94,-80.3,4073.4653217344057,1.3504740883179192,6.867158704418562,0.08366391479932811,Y
8088,LP002983,Brittany,Rivera,Male,35,No,2,Graduate,No,2530,1554.801569459257,71943,360.0,0.0,Rural,33139,Miami,25.93,-80.26,4084.801569459257,1.626171389503959,17.608050409927625,0.03516624040920716,Y
8089,LP001955,Damian,Rivera,Male,36,Yes,0,Graduate,No,5415,1762.783720504152,34502,360.0,1.0,Urban,33149,Miami,25.96,-80.27,7177.783720504152,3.0701043087370152,4.806106625200988,0.15694287453264932,Y
8091,LP001112,Ross,Rivera,Male,33,Yes,2,Graduate,No,3500,546.7661199718959,87073,360.0,1.0,Urban,33158,Miami Beach,25.7,-80.26,4046.766119971896,6.389588315866584,21.511371314260757,0.040195695615223834,N
8092,LP002051,Perry,Tyler,Female,19,Yes,0,Graduate,No,3965,2447.5130767548744,65641,360.0,1.0,Semiurban,33134,Homestead,25.61,-80.26,6412.513076754874,1.6193501425996035,10.234796314349015,0.06040340026202736,N
8098,LP001259,Kelvin,Phillips,Male,40,Yes,0,Graduate,No,2504,976.5851864163823,81407,360.0,1.0,Semiurban,33150,Miami,25.77,-80.36,3480.5851864163824,2.5614136085461023,23.382165203831402,0.03075864779874214,N
8104,LP001245,Alonso,Brooks,Female,32,No,2,Not Graduate,Yes,5930,1766.6980409519217,32810,360.0,1.0,Urban,33012,Miami,25.76,-80.19,7696.698040951922,3.3546453424854397,4.262313203953972,0.18073207156136661,N
8106,LP002361,Charlotte,Vaughan,Male,23,No,3+,Graduate,No,3179,1132.824762755984,41388,300.0,0.0,Urban,33182,Miami,25.74,-80.17,4311.824762755984,2.803784239350017,9.596494705143598,0.07680784749571141,N
8109,LP001776,Brooke,Cooper,Female,32,Yes,1,Graduate,No,2801,370.3923331765343,-20983,360.0,1.0,Rural,33031,Miami,25.83,-80.13,3171.3923331765345,7.541889667034666,-6.614251264120791,-0.13349537698980077,Y
8110,LP001263,Cecilio,Harris,Female,45,Yes,0,Graduate,No,8804,2325.4613715743217,38053,180.0,1.0,Rural,33165,Homestead,25.81,-80.19,11129.461371574322,3.7842880640834853,3.4188160517031365,0.2313554422662532,N
8111,LP002369,Doris,Riley,Male,34,Yes,0,Graduate,No,3177,1670.9805277298913,16068,360.0,1.0,Urban,33177,Miami Beach,25.66,-80.34,4847.980527729891,1.900141746455342,3.3136862291180265,0.19770987615906405,N
8112,LP001518,Panfilo,Alexander,Male,49,Yes,0,Graduate,No,2397,433.4396399045145,34359,360.0,1.0,Urban,33189,Miami,25.56,-80.2,2830.4396399045145,5.517452322092056,12.134816337161508,0.06976135040745052,N
8113,LP001198,Isaac,Morris,Female,23,Yes,2,Graduate,No,3664,672.4742277109408,110630,360.0,1.0,Semiurban,33179,Miami,25.85,-80.38,4336.474227710941,5.440445750171469,25.505627052079085,0.03311910766421708,N
8116,LP001008,Stanley,Graham,Male,24,Yes,2,Graduate,No,2333,1978.8118007866544,55085,180.0,1.0,Urban,33187,Miami,25.9,-80.19,4311.811800786654,1.178394834838852,12.772409867259343,0.04235195875540065,Y
8118,LP001955,Irving,Bennett,Male,32,Yes,0,Graduate,No,2091,1289.7430254504302,35210,180.0,1.0,Semiurban,33169,Miami,25.9,-80.14,3380.74302545043,1.6199971324813507,10.411790527847755,0.05938485132487007,N
8122,LP001882,Cesar,Ford,Female,34,No,0,Graduate,Yes,6544,1859.5874294040136,18715,360.0,0.0,Rural,33135,Miami,25.96,-80.34,8403.587429404013,3.5171687697020424,2.2267601065727884,0.3496473605471255,N
8124,LP002296,Abel,Adams,Male,38,Yes,0,Graduate,No,3122,1939.8506982170657,109355,360.0,1.0,Urban,33145,Miami,25.78,-80.45,5061.850698217066,1.6085729844485102,21.599491377162373,0.02854895936208347,Y
8125,LP002788,Walter,Wright,Male,39,No,2,Graduate,No,6551,1451.1107368708153,11690,360.0,1.0,Rural,33149,Miami Beach,25.46,-80.21,8002.110736870815,4.511363929528468,1.460682025320912,0.5603455649645026,Y
8127,LP001792,Tony,Rodriguez,Male,35,No,0,Graduate,No,1505,1772.5951601036131,73878,360.0,1.0,Rural,33174,Miami,25.86,-80.13,3277.595160103613,0.8485589236227269,22.5334316657947,0.020371147416721937,N
8128,LP001532,Josiah,King,Male,35,No,2,Graduate,No,2660,298.3489771525792,137576,180.0,1.0,Urban,33161,Miami,25.78,-80.21,2958.348977152579,8.885949854587908,46.48860308876874,0.019334627154248166,N
8134,LP001014,Bernardo,Scott,Male,42,Yes,2,Graduate,No,2242,1935.56950544663,33129,360.0,1.0,Urban,33126,North Miami Beach,25.75,-80.18,4177.5695054466305,1.1577172901330637,7.928311341194018,0.06767280410504074,N
8138,LP001259,Cesar,Rivera,Male,35,Yes,1,Graduate,No,1485,1585.1171502104917,64410,300.0,1.0,Urban,33187,Miami,25.85,-80.2,3070.1171502104917,0.9362486243862425,20.972824171030204,0.023055068233686794,Y
8140,LP001758,Carmen,Coleman,Male,34,No,1,Graduate,No,6942,1895.4941557080228,25991,360.0,1.0,Rural,33031,Miami,25.81,-80.14,8837.494155708024,3.6604383826367903,2.940659295816205,0.26708217913204063,Y
8141,LP002236,Shane,Walker,Male,32,Yes,0,Graduate,No,4323,871.7833921392016,130782,360.0,1.0,Semiurban,33162,Miami,25.56,-80.3,5194.783392139201,4.953118997148055,25.17079526407174,0.03305475482287453,Y
8142,LP001421,Adam,Duncan,Male,47,No,0,Not Graduate,No,6951,1509.045669739076,89953,360.0,1.0,Rural,33137,Miami Beach,25.75,-80.41,8460.045669739076,4.603172035982911,10.631428254987068,0.07727282833448207,N
8152,LP001977,Fiona,Brooks,Male,32,No,0,Graduate,No,2317,2092.500319584171,32594,360.0,1.0,Rural,33127,Miami,25.52,-80.34,4409.500319584171,1.106758847049148,7.390091290838636,0.07108452216597638,Y
8158,LP002472,Andrew,Alexander,Female,26,Yes,1,Graduate,No,4364,1659.624446829935,113413,360.0,1.0,Semiurban,33129,Hialeah,25.9,-80.24,6023.624446829936,2.6279271079807955,18.82490784295711,0.038478494718465095,N
8160,LP001245,Stephen,Cook,Male,20,Yes,0,Graduate,No,3081,2124.5113747046225,30047,360.0,1.0,Rural,33149,North Miami Beach,25.96,-80.31,5205.5113747046225,1.4495335271626855,5.771042803436617,0.10253594249201278,N
8161,LP001790,Emma,Parker,Male,31,Yes,2,Graduate,No,2218,1459.1637392828434,58190,360.0,1.0,Rural,33165,Miami,25.68,-80.28,3677.1637392828434,1.519007725181127,15.820394121808645,0.03811585984086886,Y
8162,LP002978,Esmeralda,Garcia,Male,45,No,0,Graduate,No,5464,1998.4819560785365,80279,480.0,1.0,Rural,33135,Miami,25.68,-80.13,7462.481956078536,2.732707831340581,10.756239577241532,0.06806178375685103,N
8163,LP002281,Aurora,Reyes,Male,39,Yes,0,Graduate,No,4495,1395.6146144998545,60623,360.0,1.0,Semiurban,33187,Miami,25.81,-80.41,5890.614614499855,3.21849703800337,10.2897090130099,0.07414555291633676,Y
8164,LP002716,Vincent,Hayes,Male,31,Yes,0,Graduate,No,2392,2281.583607671133,6734,360.0,1.0,Rural,33166,Miami,25.93,-80.36,4673.583607671133,1.0479353273024254,1.4405561147626715,0.35515961395694134,N
8165,LP002229,Elias,Jenkins,Male,38,No,0,Graduate,No,1382,2146.5676365451764,53640,360.0,1.0,Urban,33126,Hialeah,25.93,-80.14,3528.5676365451764,0.6435187309039746,15.197328829914163,0.025763874648123637,Y
8167,LP001498,Miguel,Dunn,Female,24,No,0,Graduate,No,2732,1582.2482446058418,88031,480.0,1.0,Semiurban,33010,Miami,25.82,-80.49,4314.248244605842,1.7255664165793192,20.399985124851334,0.031034169392948018,Y
8171,LP002467,Vincent,Rivera,Female,27,Yes,2,Not Graduate,No,7784,1160.6840003547877,109464,360.0,1.0,Urban,33139,Hialeah,25.61,-80.17,8944.684000354788,6.700617377550783,12.236515396213262,0.07110948705065546,N
8172,LP002403,Santiago,Coleman,Male,31,Yes,0,Graduate,No,1804,1283.2141256252219,36479,360.0,1.0,Rural,33129,Hialeah,25.85,-80.2,3087.2141256252216,1.4047501612098523,11.812328587356188,0.04945175438596491,N
8173,LP002529,Terrence,Rodriguez,Male,36,No,2,Graduate,No,2604,1006.0865585363657,119917,36.0,1.0,Rural,33122,Miami,25.76,-80.17,3610.086558536366,2.585676452463515,33.20801040244363,0.02171483847295652,N
8177,LP002777,Damian,Simmons,Male,32,No,2,Graduate,No,3214,2233.5423542648678,92424,360.0,1.0,Rural,33122,Miami,25.81,-80.18,5447.542354264868,1.438325836100502,16.96306901746937,0.03477414119556397,N
8179,LP002586,Orlando,Morales,Male,37,Yes,0,Not Graduate,No,1996,1597.2954490461586,28309,360.0,1.0,Rural,33010,Miami,25.78,-80.21,3593.295449046159,1.2488304344426346,7.876091545983662,0.07050512186506534,Y
8187,LP001535,Sheldon,Bennett,Male,34,No,0,Graduate,No,6271,1918.1158381063258,56813,360.0,1.0,Semiurban,33139,Miami,25.92,-80.3,8189.115838106326,3.2676505896527153,6.936776124174575,0.11037772380047171,N
